,referencing,referenced,total_refs,direct_ref,length
76,1ed6a4a10589618d4f26350f1a296ee767ceff6b,9d25b53735c3078a34c3c2ed4fe1193a81ed0e82,3,True,124.68406810827923
77,1ed6a4a10589618d4f26350f1a296ee767ceff6b,c9497871188157119a33aefb6fd556786a578596,5,True,109.6215647238336
78,1ed6a4a10589618d4f26350f1a296ee767ceff6b,8012c4a1e2ca663f1a04e80cbb19631a00cbab27,7,True,108.01409743685436
79,1ed6a4a10589618d4f26350f1a296ee767ceff6b,9677833ffda15c5194c9fd7366a95e977395407c,1,True,106.98778644607636
80,1ed6a4a10589618d4f26350f1a296ee767ceff6b,1d7d0e8c4791700defd4b0df82a26b50055346e0,6,True,101.17335865437795
81,1ed6a4a10589618d4f26350f1a296ee767ceff6b,cda1c82b9d48b5cc94ae5bda33e864d95b3053dd,4,True,118.16526638653586
82,1ed6a4a10589618d4f26350f1a296ee767ceff6b,605402e235bd62437baf3c9ebefe77fb4d92ee95,9,True,114.19590446050509
83,1ed6a4a10589618d4f26350f1a296ee767ceff6b,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,True,65.88535963864928
84,1ed6a4a10589618d4f26350f1a296ee767ceff6b,297c253864ed74b1fb84f97e2e7a04bbcb7163d9,1,True,82.22176195084168
85,1ed6a4a10589618d4f26350f1a296ee767ceff6b,38e298647030ab32b7be33b44951d7e54cfb8091,1,True,112.43456339832805
86,1ed6a4a10589618d4f26350f1a296ee767ceff6b,89794232987d3973109ba78327a4c989a6e4970b,4,True,132.29559247209085
87,1ed6a4a10589618d4f26350f1a296ee767ceff6b,25c9f33aceac6dcff357727cbe2faf145b01d13c,2,True,100.60638906728585
88,1ed6a4a10589618d4f26350f1a296ee767ceff6b,cc26364e66f9a6ae80bbb41f0023cc53780ad0a6,5,True,129.26346362968033
89,1ed6a4a10589618d4f26350f1a296ee767ceff6b,841cd4a6cac86fa0cfb0e8542eac5ed164f23f50,1,True,117.04938976247523
90,1ed6a4a10589618d4f26350f1a296ee767ceff6b,974bf001626115b669aa92f6851d02accd8b9f00,6,True,90.3168425892193
91,1ed6a4a10589618d4f26350f1a296ee767ceff6b,0fc1a8c2f61e6c4995d30b622407029dce4c5479,1,True,32.571902513584085
92,1ed6a4a10589618d4f26350f1a296ee767ceff6b,a320b5e679ea0aacefcf847386dd8ee790ac073b,7,True,91.58676613754284
93,1ed6a4a10589618d4f26350f1a296ee767ceff6b,badb0516cf0ca095c4370a41795323e40e43372c,6,True,96.59695832952676
94,1ed6a4a10589618d4f26350f1a296ee767ceff6b,9f22cf81654dd50b95e65b86b1125cfe6803a67b,2,True,121.73186129410358
95,1ed6a4a10589618d4f26350f1a296ee767ceff6b,60944c5243db70a687a320a2622d3bd1610802a8,3,True,133.65227234276804
96,1ed6a4a10589618d4f26350f1a296ee767ceff6b,4d846b6f9b0c69835b7df701a0c0601c4c4f9477,1,True,99.72146648085189
97,1ed6a4a10589618d4f26350f1a296ee767ceff6b,5124dd060e3ba8a1c1acd96cbe2e152e058c0031,1,True,40.80386920939074
98,1ed6a4a10589618d4f26350f1a296ee767ceff6b,65f00fc243eb98d83c2e2a76f867bb4d1d3be9d5,1,True,79.49067800196548
99,1ed6a4a10589618d4f26350f1a296ee767ceff6b,86dd743c8408f216a3b40f47a9236872cd433423,6,True,93.05543615462648
100,1ed6a4a10589618d4f26350f1a296ee767ceff6b,65e5fc44c3dc000a246517e1544c703a156d44be,1,True,59.80484912215132
101,1ed6a4a10589618d4f26350f1a296ee767ceff6b,28d512cd879379adc9a5c6d7d3553c08b95e74cc,1,True,120.79921675776548
102,1ed6a4a10589618d4f26350f1a296ee767ceff6b,a598ad426924c218fb3f1a16301e3d7ee9d48cb0,1,True,70.76920190099769
103,1ed6a4a10589618d4f26350f1a296ee767ceff6b,dc9047917d1ceb3805d954c73899ddd2d40dd5eb,2,True,50.06307880339234
104,1ed6a4a10589618d4f26350f1a296ee767ceff6b,9d4ed00eb058cc134bad8a52fc6cef7d5c541d9a,2,True,59.28625153371061
107,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,1a014a076cac3c7f5d81a084e296c095f9230437,4,False,150.72446973767714
118,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,641a9d87b9636d4ef2e353a569ddede68bd29131,4,False,164.3338599066257
123,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,170.2898864638276
126,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,5042cb5efad30f443adef472b8748e1b7bb0452f,8,False,151.51226956026326
128,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,393c5d7517fbcbdbcd1878d32af9f98c4414ac14,4,False,140.77062452180022
130,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,615b73057d8b0ac9fb251db70264ee0e9131086c,4,False,136.83689640244313
132,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,5c9529259e180dea589447d9b7414a998286e1c2,5,False,114.51511620465355
134,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,ee73f5f94b654d2da610e74e3ab0c6420826e8ea,6,False,149.92694587392114
135,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,71d51281ec16ac8feb5f22d04262858ba2cb9bc0,6,False,136.646738822517
136,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,9f87a11a523e4680e61966e36ea2eac516096f23,6,False,101.82762395675222
140,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,605402e235bd62437baf3c9ebefe77fb4d92ee95,9,False,133.36942897062235
141,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,False,68.10099702580214
146,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,974bf001626115b669aa92f6851d02accd8b9f00,6,False,111.40698334850792
147,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,a320b5e679ea0aacefcf847386dd8ee790ac073b,7,False,116.54417927589462
148,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,bd947b109a9803a390865ac8d1a7549504d452ca,4,False,146.11600711246285
149,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,c034f8ce0898388419ced7b701485eb46cd4717e,5,False,121.50411528561197
150,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,badb0516cf0ca095c4370a41795323e40e43372c,6,False,124.37112134372819
151,b9a9d50cd3a4bff4555f5b5cc1fa6d3dfd772946,5d203021cf91e4ed5aeffe4e3a7704814cbe6d48,6,False,120.15856118251685
154,5e07da2914783a21980ecc1cea688d1333e6b6e4,1a014a076cac3c7f5d81a084e296c095f9230437,4,False,131.56360307015748
164,5e07da2914783a21980ecc1cea688d1333e6b6e4,329705a255360c8f86a10d909a92794ed8a0857a,5,False,119.06117907860454
169,5e07da2914783a21980ecc1cea688d1333e6b6e4,641a9d87b9636d4ef2e353a569ddede68bd29131,4,False,140.29922189109993
171,5e07da2914783a21980ecc1cea688d1333e6b6e4,68cd87dc4e11543bd3d3aa05aae547cddcb3756b,6,False,136.61774984128044
172,5e07da2914783a21980ecc1cea688d1333e6b6e4,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,131.87491564395154
175,5e07da2914783a21980ecc1cea688d1333e6b6e4,870138cbd639721270ccf1c360bad5f6d72f9a4a,4,False,100.80737083288933
179,5e07da2914783a21980ecc1cea688d1333e6b6e4,5042cb5efad30f443adef472b8748e1b7bb0452f,8,False,118.33690283511649
183,5e07da2914783a21980ecc1cea688d1333e6b6e4,7cf137c73fbf3febc37570b2f74d1e034672a5db,5,False,115.43119265654906
190,5e07da2914783a21980ecc1cea688d1333e6b6e4,12b9019f99a315a137400389ee7c6faa4cceef35,11,False,130.64016583808615
191,5e07da2914783a21980ecc1cea688d1333e6b6e4,3ae4c114bac244e5f20b9061ada3f4248e815139,4,False,99.52216516400925
192,5e07da2914783a21980ecc1cea688d1333e6b6e4,8012c4a1e2ca663f1a04e80cbb19631a00cbab27,7,False,106.75503861105187
194,5e07da2914783a21980ecc1cea688d1333e6b6e4,cda1c82b9d48b5cc94ae5bda33e864d95b3053dd,4,False,127.47142423933326
195,5e07da2914783a21980ecc1cea688d1333e6b6e4,a98b48c6746c9da9759badfcdf2870bc56697642,5,False,122.68766830824016
196,5e07da2914783a21980ecc1cea688d1333e6b6e4,605402e235bd62437baf3c9ebefe77fb4d92ee95,9,False,116.65924874394756
197,5e07da2914783a21980ecc1cea688d1333e6b6e4,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,False,59.28200054797785
198,5e07da2914783a21980ecc1cea688d1333e6b6e4,89794232987d3973109ba78327a4c989a6e4970b,4,False,137.48180624378008
199,5e07da2914783a21980ecc1cea688d1333e6b6e4,badb0516cf0ca095c4370a41795323e40e43372c,6,False,75.9237062537049
302,db8d0e94175a54cd0faf93d9bee33a73f6bcdff9,1a014a076cac3c7f5d81a084e296c095f9230437,4,False,141.58972918755336
310,db8d0e94175a54cd0faf93d9bee33a73f6bcdff9,329705a255360c8f86a10d909a92794ed8a0857a,5,False,103.95260050894433
319,db8d0e94175a54cd0faf93d9bee33a73f6bcdff9,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,150.26666470552667
329,db8d0e94175a54cd0faf93d9bee33a73f6bcdff9,0ea24ffe3bee9faeeead947c6c7ab00c99f5ccf2,4,False,142.67794185564998
333,db8d0e94175a54cd0faf93d9bee33a73f6bcdff9,639357ad1158329920eeefddabe6ca1602eec486,4,False,149.16949712795616
348,db8d0e94175a54cd0faf93d9bee33a73f6bcdff9,3af40a20d8d39747a4f5658af2d495b5e41b5f57,5,False,135.24973005935604
380,e0f4e6a1368263582df142b025a0bc14d8a2b6dc,cfc63624984c37c5a5221ecccabf371f7b47c6e4,4,False,144.03677821900044
381,e0f4e6a1368263582df142b025a0bc14d8a2b6dc,7400f953e1b12888e857b67ff4fd60f4b15f259c,4,False,132.99004590200693
383,e0f4e6a1368263582df142b025a0bc14d8a2b6dc,a17c8d7670e04e7291ed66f725a1cf1c62064922,5,False,159.98747861550171
389,e0f4e6a1368263582df142b025a0bc14d8a2b6dc,5ec9085288eb89a66171a12b0ee5872955425ea0,4,False,135.79136668764986
390,e0f4e6a1368263582df142b025a0bc14d8a2b6dc,4977756d2f23c07292d8d7ca28098bcd5bdf3f89,4,False,131.50563552616347
394,e0f4e6a1368263582df142b025a0bc14d8a2b6dc,ff0adecc1a8bc5c16c0584390f42be9e1cb5ee9c,5,False,142.48800117307795
432,28d6b2370d930efd4c48f74bb28026b311b4777c,ce38b7a0143ecf6d0938eb9c5965934865d28f82,4,False,148.82625386272613
439,28d6b2370d930efd4c48f74bb28026b311b4777c,bd1dad58964790cf2e0045b2bc2a07d275f37789,5,False,166.68139608440256
442,28d6b2370d930efd4c48f74bb28026b311b4777c,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,154.80537024160904
450,28d6b2370d930efd4c48f74bb28026b311b4777c,8fb91a57bf518b3cd4b264a6000aa0048e2c3941,4,False,153.9544170864596
467,28d6b2370d930efd4c48f74bb28026b311b4777c,1f3b15c188ee8410c342f387e61ec571759dd287,6,False,148.856994675234
486,28d6b2370d930efd4c48f74bb28026b311b4777c,18ab02548f0bb37734e90388669b479578ea4550,6,False,157.69374546053524
488,28d6b2370d930efd4c48f74bb28026b311b4777c,04282d7cc824dfc57582d8f3abc44afe7c58fc4c,5,False,157.04614529731853
489,28d6b2370d930efd4c48f74bb28026b311b4777c,322ed43aace4914640ef1e1ee3a7e796f55e6606,5,False,155.02562764216432
491,28d6b2370d930efd4c48f74bb28026b311b4777c,71d51281ec16ac8feb5f22d04262858ba2cb9bc0,6,False,121.19236115711935
499,28d6b2370d930efd4c48f74bb28026b311b4777c,5420134076274d910cc2ac526f3e38af3de433da,4,False,123.29309528807144
506,28d6b2370d930efd4c48f74bb28026b311b4777c,67961ea72e01ede3d9f94985468478c1f2e116c4,4,False,135.609073572697
511,28d6b2370d930efd4c48f74bb28026b311b4777c,79fe558ea9e13f4bdbbd1c8ddef8e863c0839d80,5,False,150.8381737131234
514,28d6b2370d930efd4c48f74bb28026b311b4777c,86876c68d05af50330d07ee10790ddcf6578c7d9,5,False,157.4025619566909
529,28d6b2370d930efd4c48f74bb28026b311b4777c,fe1f6a674cd1b7bb612b145bbb62eed61fbc9833,6,False,153.18285119449652
586,aebd8bab5cff769fed204dba35112e364a47e504,8012c4a1e2ca663f1a04e80cbb19631a00cbab27,7,False,127.43504654403901
589,aebd8bab5cff769fed204dba35112e364a47e504,f2757018aa230dba01d99f3a7917c202214580a5,4,False,129.26196989470648
592,aebd8bab5cff769fed204dba35112e364a47e504,76361a44e145732a39dbc68d9418871038c83be2,4,False,133.29179887840272
713,1a014a076cac3c7f5d81a084e296c095f9230437,329705a255360c8f86a10d909a92794ed8a0857a,5,False,124.1320297390787
715,1a014a076cac3c7f5d81a084e296c095f9230437,641a9d87b9636d4ef2e353a569ddede68bd29131,4,False,155.36910195033843
718,1a014a076cac3c7f5d81a084e296c095f9230437,68cd87dc4e11543bd3d3aa05aae547cddcb3756b,6,False,138.75723881769215
720,1a014a076cac3c7f5d81a084e296c095f9230437,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,146.3183819916414
723,1a014a076cac3c7f5d81a084e296c095f9230437,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,117.63645391211801
724,1a014a076cac3c7f5d81a084e296c095f9230437,0ea24ffe3bee9faeeead947c6c7ab00c99f5ccf2,4,False,152.5258986996427
726,1a014a076cac3c7f5d81a084e296c095f9230437,5042cb5efad30f443adef472b8748e1b7bb0452f,8,False,138.2725720183901
728,1a014a076cac3c7f5d81a084e296c095f9230437,393c5d7517fbcbdbcd1878d32af9f98c4414ac14,4,False,121.92954739837847
731,1a014a076cac3c7f5d81a084e296c095f9230437,615b73057d8b0ac9fb251db70264ee0e9131086c,4,False,128.49310733948482
732,1a014a076cac3c7f5d81a084e296c095f9230437,83030f1819e40215934231253d5629583cad23a8,4,False,126.57417922698218
738,1a014a076cac3c7f5d81a084e296c095f9230437,5c9529259e180dea589447d9b7414a998286e1c2,5,False,123.20417161813648
739,1a014a076cac3c7f5d81a084e296c095f9230437,ee73f5f94b654d2da610e74e3ab0c6420826e8ea,6,False,127.73000775352472
740,1a014a076cac3c7f5d81a084e296c095f9230437,71d51281ec16ac8feb5f22d04262858ba2cb9bc0,6,False,116.24590061500666
741,1a014a076cac3c7f5d81a084e296c095f9230437,3dabda9bee839bb5e39884e4bd7d08385e36d9b9,6,False,118.89119650425428
742,1a014a076cac3c7f5d81a084e296c095f9230437,9f87a11a523e4680e61966e36ea2eac516096f23,6,False,118.20879324256947
743,1a014a076cac3c7f5d81a084e296c095f9230437,0877cd35d860e0ff3220c8927178c8fd3d880348,4,False,120.85224398752797
744,1a014a076cac3c7f5d81a084e296c095f9230437,3ae4c114bac244e5f20b9061ada3f4248e815139,4,False,114.64338688748926
745,1a014a076cac3c7f5d81a084e296c095f9230437,3af40a20d8d39747a4f5658af2d495b5e41b5f57,5,False,125.76465190180228
747,1a014a076cac3c7f5d81a084e296c095f9230437,8012c4a1e2ca663f1a04e80cbb19631a00cbab27,7,False,130.00832887430798
748,1a014a076cac3c7f5d81a084e296c095f9230437,1d7d0e8c4791700defd4b0df82a26b50055346e0,6,False,132.47540583060956
749,1a014a076cac3c7f5d81a084e296c095f9230437,cda1c82b9d48b5cc94ae5bda33e864d95b3053dd,4,False,125.04000605602765
750,1a014a076cac3c7f5d81a084e296c095f9230437,605402e235bd62437baf3c9ebefe77fb4d92ee95,9,False,141.45995540994397
752,1a014a076cac3c7f5d81a084e296c095f9230437,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,False,61.192608406724915
753,1a014a076cac3c7f5d81a084e296c095f9230437,89794232987d3973109ba78327a4c989a6e4970b,4,False,142.87309334610967
755,1a014a076cac3c7f5d81a084e296c095f9230437,86876c68d05af50330d07ee10790ddcf6578c7d9,5,False,129.23236001302624
756,1a014a076cac3c7f5d81a084e296c095f9230437,cc26364e66f9a6ae80bbb41f0023cc53780ad0a6,5,False,123.58134981195379
759,1a014a076cac3c7f5d81a084e296c095f9230437,974bf001626115b669aa92f6851d02accd8b9f00,6,False,124.14088155843217
760,1a014a076cac3c7f5d81a084e296c095f9230437,a320b5e679ea0aacefcf847386dd8ee790ac073b,7,False,102.71619180568949
762,1a014a076cac3c7f5d81a084e296c095f9230437,bd947b109a9803a390865ac8d1a7549504d452ca,4,False,127.64111951547437
765,1a014a076cac3c7f5d81a084e296c095f9230437,c034f8ce0898388419ced7b701485eb46cd4717e,5,False,108.34755410473478
766,1a014a076cac3c7f5d81a084e296c095f9230437,badb0516cf0ca095c4370a41795323e40e43372c,6,False,103.3892767196285
768,1a014a076cac3c7f5d81a084e296c095f9230437,5d203021cf91e4ed5aeffe4e3a7704814cbe6d48,6,False,106.47427615624107
769,1a014a076cac3c7f5d81a084e296c095f9230437,d36efb9ad91e00faa334b549ce989bfae7e2907a,8,False,85.50454913542353
770,1a014a076cac3c7f5d81a084e296c095f9230437,9903c333828bbe06bd54b90e0e50d62f8f95b759,4,False,100.87874658284659
